Industry,Country,Year,Attack_Type,Canonical_Attack_Vector,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source,PerRecord_Source,Source_Tag
IT,Brazil,2017,DDoS,unknown,pii_customer,231114,8900,12.3,5.88,37,3,4.22,100.0,5.88,IBM_Global×Multiplier,,LEAN
Banking,India,2017,Ransomware,vulnerability exploit,pii_customer,489620,8900,12.3,9.81,43,4,4.22,100.0,9.81,IBM_Global×Multiplier,,LEAN
IT,USA,2015,DDoS,unknown,pii_customer,854005,8900,12.3,94.14,14,1,4.22,100.0,94.14,IBM_Global×Multiplier,,LEAN
IT,Germany,2017,Ransomware,unknown,pii_customer,550719,8900,12.3,33.24,60,4,4.22,100.0,33.24,IBM_Global×Multiplier,,LEAN
Government,Germany,2019,Man-in-the-Middle,vulnerability exploit,pii_customer,445254,2300,8.9,75.37,42,4,4.22,100.0,75.37,IBM_Global×Multiplier,,LEAN
Education,Japan,2020,Phishing,unknown,pii_customer,218097,3400,2.1,49.17,32,3,3.376,100.0,49.17,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2017,Malware,unknown,pii_customer,324790,45000,34.5,94.87,42,4,4.22,100.0,94.87,IBM_Global×Multiplier,,LEAN
Government,India,2023,SQL Injection,vulnerability exploit,pii_customer,497965,2300,8.9,28.71,25,2,4.22,100.0,28.71,IBM_Global×Multiplier,,LEAN
Education,Australia,2023,SQL Injection,unknown,pii_customer,933030,3400,2.1,42.5,27,3,3.376,100.0,42.5,IBM_Global×Multiplier,,LEAN
IT,UK,2015,Man-in-the-Middle,unknown,pii_customer,538338,8900,12.3,53.07,1,1,4.22,100.0,53.07,IBM_Global×Multiplier,,LEAN
Retail,France,2018,Phishing,unknown,pii_customer,860459,23000,8.9,99.78,11,1,3.798,100.0,99.78,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2024,DDoS,vulnerability exploit,pii_customer,276634,10700,19.2,82.87,38,3,8.44,100.0,82.87,IBM_Global×Multiplier,,LEAN
Banking,Germany,2018,Man-in-the-Middle,unknown,pii_customer,316299,8900,12.3,81.46,66,4,4.22,100.0,81.46,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2023,Ransomware,unknown,pii_customer,410385,10700,19.2,33.66,71,4,8.44,100.0,33.66,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2024,DDoS,unknown,pii_customer,589898,10700,19.2,99.28,59,4,8.44,100.0,99.28,IBM_Global×Multiplier,,LEAN
Retail,France,2016,Man-in-the-Middle,unknown,pii_customer,63760,23000,8.9,14.86,8,1,3.798,100.0,14.86,IBM_Global×Multiplier,,LEAN
Banking,USA,2015,Ransomware,unknown,pii_customer,58037,8900,12.3,33.75,13,1,4.22,100.0,33.75,IBM_Global×Multiplier,,LEAN
Government,UK,2017,SQL Injection,vulnerability exploit,pii_customer,994787,2300,8.9,82.03,56,4,4.22,100.0,82.03,IBM_Global×Multiplier,,LEAN
Retail,India,2016,Ransomware,unknown,pii_customer,89719,23000,8.9,9.53,68,4,3.798,100.0,9.53,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2023,SQL Injection,vulnerability exploit,pii_customer,590760,45000,34.5,6.09,32,3,4.22,100.0,6.09,IBM_Global×Multiplier,,LEAN
IT,UK,2022,DDoS,unknown,pii_customer,186700,8900,12.3,29.05,37,3,4.22,100.0,29.05,IBM_Global×Multiplier,,LEAN
Education,Japan,2019,SQL Injection,unknown,pii_customer,682430,3400,2.1,89.48,5,1,3.376,100.0,89.48,IBM_Global×Multiplier,,LEAN
Education,Australia,2018,SQL Injection,unknown,pii_customer,60868,3400,2.1,75.2,46,4,3.376,100.0,75.2,IBM_Global×Multiplier,,LEAN
Government,France,2016,SQL Injection,vulnerability exploit,pii_customer,182916,2300,8.9,29.33,17,1,4.22,100.0,29.33,IBM_Global×Multiplier,,LEAN
Education,France,2023,DDoS,unknown,pii_customer,181879,3400,2.1,65.96,64,4,3.376,100.0,65.96,IBM_Global×Multiplier,,LEAN
Retail,Australia,2017,Phishing,unknown,pii_customer,715732,23000,8.9,95.2,11,1,3.798,100.0,95.2,IBM_Global×Multiplier,,LEAN
Banking,UK,2023,Malware,unknown,pii_customer,452477,8900,12.3,16.02,23,2,4.22,100.0,16.02,IBM_Global×Multiplier,,LEAN
Banking,India,2018,Ransomware,unknown,pii_customer,168881,8900,12.3,11.19,5,1,4.22,100.0,11.19,IBM_Global×Multiplier,,LEAN
Healthcare,France,2017,SQL Injection,unknown,pii_customer,94235,10700,19.2,27.42,29,3,8.44,100.0,27.42,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2015,Ransomware,vulnerability exploit,pii_customer,75314,45000,34.5,17.38,6,1,4.22,100.0,17.38,IBM_Global×Multiplier,,LEAN
Retail,Russia,2019,Man-in-the-Middle,unknown,pii_customer,515797,23000,8.9,99.53,46,4,3.798,100.0,99.53,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2024,DDoS,unknown,pii_customer,363906,45000,34.5,55.05,31,3,4.22,100.0,55.05,IBM_Global×Multiplier,,LEAN
Education,UK,2022,DDoS,unknown,pii_customer,446296,3400,2.1,79.6,4,1,3.376,100.0,79.6,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2017,Ransomware,vulnerability exploit,pii_customer,329972,45000,34.5,65.18,48,4,4.22,100.0,65.18,IBM_Global×Multiplier,,LEAN
Education,China,2017,Ransomware,unknown,pii_customer,639190,3400,2.1,25.73,33,3,3.376,100.0,25.73,IBM_Global×Multiplier,,LEAN
Government,USA,2022,Ransomware,vulnerability exploit,pii_customer,135105,2300,8.9,33.71,48,4,4.22,100.0,33.71,IBM_Global×Multiplier,,LEAN
Education,China,2015,DDoS,unknown,pii_customer,103079,3400,2.1,94.74,57,4,3.376,100.0,94.74,IBM_Global×Multiplier,,LEAN
IT,France,2018,DDoS,unknown,pii_customer,822364,8900,12.3,75.88,71,4,4.22,100.0,75.88,IBM_Global×Multiplier,,LEAN
Government,India,2021,SQL Injection,unknown,pii_customer,597509,2300,8.9,75.25,20,2,4.22,100.0,75.25,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2023,Man-in-the-Middle,unknown,pii_customer,705678,45000,34.5,90.37,57,4,4.22,100.0,90.37,IBM_Global×Multiplier,,LEAN
Retail,France,2020,Phishing,unknown,pii_customer,309967,23000,8.9,14.45,26,3,3.798,100.0,14.45,IBM_Global×Multiplier,,LEAN
Banking,France,2022,Ransomware,unknown,pii_customer,604250,8900,12.3,54.47,63,4,4.22,100.0,54.47,IBM_Global×Multiplier,,LEAN
IT,India,2024,Ransomware,vulnerability exploit,pii_customer,131900,8900,12.3,33.66,21,2,4.22,100.0,33.66,IBM_Global×Multiplier,,LEAN
Government,Australia,2022,Ransomware,unknown,pii_customer,305494,2300,8.9,84.51,19,2,4.22,100.0,84.51,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2023,Malware,unknown,pii_customer,907121,10700,19.2,61.56,33,3,8.44,100.0,61.56,IBM_Global×Multiplier,,LEAN
Banking,India,2024,Phishing,unknown,pii_customer,879162,8900,12.3,23.32,38,3,4.22,100.0,23.32,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,57237,45000,34.5,43.71,52,4,4.22,100.0,43.71,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2016,Phishing,unknown,pii_customer,880127,45000,34.5,2.84,67,4,4.22,100.0,2.84,IBM_Global×Multiplier,,LEAN
IT,China,2017,Phishing,unknown,pii_customer,698847,8900,12.3,71.4,17,1,4.22,100.0,71.4,IBM_Global×Multiplier,,LEAN
Banking,India,2022,Man-in-the-Middle,vulnerability exploit,pii_customer,928859,8900,12.3,90.87,32,3,4.22,100.0,90.87,IBM_Global×Multiplier,,LEAN
IT,India,2017,SQL Injection,unknown,pii_customer,858565,8900,12.3,78.94,29,3,4.22,100.0,78.94,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2022,Malware,vulnerability exploit,pii_customer,571265,45000,34.5,34.33,17,1,4.22,100.0,34.33,IBM_Global×Multiplier,,LEAN
Banking,Russia,2015,DDoS,unknown,pii_customer,259321,8900,12.3,40.64,62,4,4.22,100.0,40.64,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2022,Man-in-the-Middle,unknown,pii_customer,121504,8900,12.3,59.43,32,3,4.22,100.0,59.43,IBM_Global×Multiplier,,LEAN
Banking,France,2018,DDoS,unknown,pii_customer,670630,8900,12.3,50.75,4,1,4.22,100.0,50.75,IBM_Global×Multiplier,,LEAN
Banking,China,2024,Ransomware,unknown,pii_customer,277175,8900,12.3,72.18,72,4,4.22,100.0,72.18,IBM_Global×Multiplier,,LEAN
Retail,USA,2016,Man-in-the-Middle,vulnerability exploit,pii_customer,952463,23000,8.9,23.35,26,3,3.798,100.0,23.35,IBM_Global×Multiplier,,LEAN
Government,UK,2020,DDoS,unknown,pii_customer,624619,2300,8.9,78.32,67,4,4.22,100.0,78.32,IBM_Global×Multiplier,,LEAN
Healthcare,China,2018,Phishing,unknown,pii_customer,363934,10700,19.2,20.22,24,2,8.44,100.0,20.22,IBM_Global×Multiplier,,LEAN
IT,Japan,2017,SQL Injection,vulnerability exploit,pii_customer,44750,8900,12.3,33.15,22,2,4.22,100.0,33.15,IBM_Global×Multiplier,,LEAN
Banking,UK,2021,DDoS,unknown,pii_customer,736601,8900,12.3,8.82,26,3,4.22,100.0,8.82,IBM_Global×Multiplier,,LEAN
Education,Japan,2018,Ransomware,vulnerability exploit,pii_customer,42876,3400,2.1,43.32,40,3,3.376,100.0,43.32,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2018,DDoS,unknown,pii_customer,536357,10700,19.2,90.4,55,4,8.44,100.0,90.4,IBM_Global×Multiplier,,LEAN
Government,USA,2017,Phishing,unknown,pii_customer,785099,2300,8.9,55.34,29,3,4.22,100.0,55.34,IBM_Global×Multiplier,,LEAN
Healthcare,France,2019,DDoS,unknown,pii_customer,460544,10700,19.2,27.89,29,3,8.44,100.0,27.89,IBM_Global×Multiplier,,LEAN
Education,France,2020,Ransomware,unknown,pii_customer,881755,3400,2.1,66.04,10,1,3.376,100.0,66.04,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2024,SQL Injection,unknown,pii_customer,213393,45000,34.5,10.24,49,4,4.22,100.0,10.24,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,213979,45000,34.5,43.82,10,1,4.22,100.0,43.82,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2021,Malware,vulnerability exploit,pii_customer,570243,45000,34.5,3.17,51,4,4.22,100.0,3.17,IBM_Global×Multiplier,,LEAN
Government,Brazil,2016,Malware,unknown,pii_customer,47624,2300,8.9,72.73,70,4,4.22,100.0,72.73,IBM_Global×Multiplier,,LEAN
Banking,China,2024,Man-in-the-Middle,unknown,pii_customer,72940,8900,12.3,16.09,26,3,4.22,100.0,16.09,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2020,Malware,unknown,pii_customer,710142,45000,34.5,98.14,56,4,4.22,100.0,98.14,IBM_Global×Multiplier,,LEAN
Retail,Japan,2023,Malware,vulnerability exploit,pii_customer,360524,23000,8.9,51.91,47,4,3.798,100.0,51.91,IBM_Global×Multiplier,,LEAN
IT,France,2017,Phishing,unknown,pii_customer,309259,8900,12.3,55.9,3,1,4.22,100.0,55.9,IBM_Global×Multiplier,,LEAN
Government,UK,2024,Phishing,unknown,pii_customer,393201,2300,8.9,30.68,3,1,4.22,100.0,30.68,IBM_Global×Multiplier,,LEAN
IT,Germany,2020,Ransomware,unknown,pii_customer,306799,8900,12.3,65.2,61,4,4.22,100.0,65.2,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2022,Malware,unknown,pii_customer,30180,10700,19.2,81.92,53,4,8.44,100.0,81.92,IBM_Global×Multiplier,,LEAN
Retail,India,2017,Phishing,vulnerability exploit,pii_customer,113745,23000,8.9,97.87,2,1,3.798,100.0,97.87,IBM_Global×Multiplier,,LEAN
Banking,Japan,2024,Ransomware,unknown,pii_customer,584428,8900,12.3,24.22,34,3,4.22,100.0,24.22,IBM_Global×Multiplier,,LEAN
Healthcare,France,2020,Ransomware,vulnerability exploit,pii_customer,178268,10700,19.2,3.27,2,1,8.44,100.0,3.27,IBM_Global×Multiplier,,LEAN
Retail,China,2022,Phishing,unknown,pii_customer,338578,23000,8.9,33.69,38,3,3.798,100.0,33.69,IBM_Global×Multiplier,,LEAN
Healthcare,China,2024,DDoS,unknown,pii_customer,972407,10700,19.2,7.31,51,4,8.44,100.0,7.31,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2022,Ransomware,vulnerability exploit,pii_customer,817169,8900,12.3,15.66,54,4,4.22,100.0,15.66,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2015,Malware,unknown,pii_customer,796100,10700,19.2,62.34,20,2,8.44,100.0,62.34,IBM_Global×Multiplier,,LEAN
Banking,UK,2016,Man-in-the-Middle,unknown,pii_customer,530253,8900,12.3,76.06,28,3,4.22,100.0,76.06,IBM_Global×Multiplier,,LEAN
Government,Australia,2024,Man-in-the-Middle,unknown,pii_customer,165496,2300,8.9,50.36,72,4,4.22,100.0,50.36,IBM_Global×Multiplier,,LEAN
Banking,Russia,2021,Ransomware,unknown,pii_customer,501490,8900,12.3,34.92,44,4,4.22,100.0,34.92,IBM_Global×Multiplier,,LEAN
Banking,India,2016,Malware,unknown,pii_customer,392365,8900,12.3,11.81,72,4,4.22,100.0,11.81,IBM_Global×Multiplier,,LEAN
Education,China,2022,Malware,unknown,pii_customer,194617,3400,2.1,96.72,31,3,3.376,100.0,96.72,IBM_Global×Multiplier,,LEAN
Retail,Japan,2022,Man-in-the-Middle,unknown,pii_customer,516125,23000,8.9,44.34,67,4,3.798,100.0,44.34,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2021,Man-in-the-Middle,unknown,pii_customer,393335,45000,34.5,67.72,31,3,4.22,100.0,67.72,IBM_Global×Multiplier,,LEAN
Government,UK,2018,SQL Injection,unknown,pii_customer,197436,2300,8.9,34.09,10,1,4.22,100.0,34.09,IBM_Global×Multiplier,,LEAN
Education,France,2022,DDoS,unknown,pii_customer,452360,3400,2.1,31.51,65,4,3.376,100.0,31.51,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2018,DDoS,unknown,pii_customer,913090,10700,19.2,20.39,2,1,8.44,100.0,20.39,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2018,SQL Injection,unknown,pii_customer,368222,45000,34.5,38.65,56,4,4.22,100.0,38.65,IBM_Global×Multiplier,,LEAN
Healthcare,India,2022,SQL Injection,unknown,pii_customer,826937,10700,19.2,77.3,64,4,8.44,100.0,77.3,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2015,Ransomware,unknown,pii_customer,673959,23000,8.9,89.93,39,3,3.798,100.0,89.93,IBM_Global×Multiplier,,LEAN
Education,UK,2022,Ransomware,vulnerability exploit,pii_customer,383246,3400,2.1,4.29,45,4,3.376,100.0,4.29,IBM_Global×Multiplier,,LEAN
Banking,UK,2019,Man-in-the-Middle,unknown,pii_customer,422890,8900,12.3,76.03,4,1,4.22,100.0,76.03,IBM_Global×Multiplier,,LEAN
Banking,Australia,2020,Malware,unknown,pii_customer,497035,8900,12.3,42.3,66,4,4.22,100.0,42.3,IBM_Global×Multiplier,,LEAN
Government,Brazil,2023,Phishing,unknown,pii_customer,720220,2300,8.9,72.57,71,4,4.22,100.0,72.57,IBM_Global×Multiplier,,LEAN
Government,Russia,2019,Phishing,unknown,pii_customer,808318,2300,8.9,93.7,57,4,4.22,100.0,93.7,IBM_Global×Multiplier,,LEAN
IT,Germany,2022,SQL Injection,unknown,pii_customer,294981,8900,12.3,68.63,3,1,4.22,100.0,68.63,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2017,Phishing,unknown,pii_customer,281182,10700,19.2,52.7,27,3,8.44,100.0,52.7,IBM_Global×Multiplier,,LEAN
Education,Australia,2017,Ransomware,unknown,pii_customer,95750,3400,2.1,66.56,44,4,3.376,100.0,66.56,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2015,Ransomware,unknown,pii_customer,879260,23000,8.9,91.03,16,1,3.798,100.0,91.03,IBM_Global×Multiplier,,LEAN
IT,Russia,2017,Man-in-the-Middle,unknown,pii_customer,561615,8900,12.3,14.74,29,3,4.22,100.0,14.74,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2016,SQL Injection,unknown,pii_customer,206598,23000,8.9,40.29,45,4,3.798,100.0,40.29,IBM_Global×Multiplier,,LEAN
IT,Brazil,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,171305,8900,12.3,56.83,54,4,4.22,100.0,56.83,IBM_Global×Multiplier,,LEAN
Government,Russia,2024,SQL Injection,unknown,pii_customer,492909,2300,8.9,63.45,42,4,4.22,100.0,63.45,IBM_Global×Multiplier,,LEAN
IT,UK,2021,Man-in-the-Middle,vulnerability exploit,pii_customer,477493,8900,12.3,72.57,16,1,4.22,100.0,72.57,IBM_Global×Multiplier,,LEAN
Government,Japan,2021,Phishing,unknown,pii_customer,622723,2300,8.9,22.94,67,4,4.22,100.0,22.94,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2016,Malware,unknown,pii_customer,124155,10700,19.2,80.22,40,3,8.44,100.0,80.22,IBM_Global×Multiplier,,LEAN
Retail,China,2024,Malware,unknown,pii_customer,897277,23000,8.9,34.49,55,4,3.798,100.0,34.49,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2017,SQL Injection,unknown,pii_customer,28682,10700,19.2,51.26,44,4,8.44,100.0,51.26,IBM_Global×Multiplier,,LEAN
Banking,Japan,2020,Phishing,vulnerability exploit,pii_customer,512431,8900,12.3,73.04,44,4,4.22,100.0,73.04,IBM_Global×Multiplier,,LEAN
IT,Australia,2018,SQL Injection,unknown,pii_customer,171977,8900,12.3,19.14,44,4,4.22,100.0,19.14,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2015,SQL Injection,unknown,pii_customer,943070,45000,34.5,38.72,36,3,4.22,100.0,38.72,IBM_Global×Multiplier,,LEAN
Education,Japan,2021,DDoS,unknown,pii_customer,887855,3400,2.1,14.88,7,1,3.376,100.0,14.88,IBM_Global×Multiplier,,LEAN
Retail,USA,2018,Ransomware,unknown,pii_customer,535110,23000,8.9,54.05,2,1,3.798,100.0,54.05,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2021,Man-in-the-Middle,unknown,pii_customer,817386,45000,34.5,42.29,8,1,4.22,100.0,42.29,IBM_Global×Multiplier,,LEAN
Banking,India,2018,Phishing,unknown,pii_customer,206552,8900,12.3,96.59,13,1,4.22,100.0,96.59,IBM_Global×Multiplier,,LEAN
Education,Brazil,2020,Man-in-the-Middle,unknown,pii_customer,154966,3400,2.1,71.35,19,2,3.376,100.0,71.35,IBM_Global×Multiplier,,LEAN
Banking,France,2016,Phishing,vulnerability exploit,pii_customer,511287,8900,12.3,54.5,34,3,4.22,100.0,54.5,IBM_Global×Multiplier,,LEAN
Banking,Germany,2023,SQL Injection,vulnerability exploit,pii_customer,426499,8900,12.3,94.48,37,3,4.22,100.0,94.48,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2016,Man-in-the-Middle,unknown,pii_customer,15907,45000,34.5,73.63,36,3,4.22,100.0,73.63,IBM_Global×Multiplier,,LEAN
Education,UK,2022,Phishing,unknown,pii_customer,375734,3400,2.1,36.15,31,3,3.376,100.0,36.15,IBM_Global×Multiplier,,LEAN
Government,Brazil,2023,Malware,unknown,pii_customer,993826,2300,8.9,19.18,7,1,4.22,100.0,19.18,IBM_Global×Multiplier,,LEAN
Banking,India,2023,Ransomware,unknown,pii_customer,397813,8900,12.3,83.18,12,1,4.22,100.0,83.18,IBM_Global×Multiplier,,LEAN
Banking,France,2024,Ransomware,unknown,pii_customer,185001,8900,12.3,70.98,3,1,4.22,100.0,70.98,IBM_Global×Multiplier,,LEAN
IT,Japan,2024,DDoS,vulnerability exploit,pii_customer,805548,8900,12.3,7.99,10,1,4.22,100.0,7.99,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2015,SQL Injection,vulnerability exploit,pii_customer,562552,23000,8.9,74.74,37,3,3.798,100.0,74.74,IBM_Global×Multiplier,,LEAN
Education,Brazil,2018,Malware,unknown,pii_customer,724513,3400,2.1,33.12,46,4,3.376,100.0,33.12,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2024,SQL Injection,unknown,pii_customer,715395,45000,34.5,54.1,60,4,4.22,100.0,54.1,IBM_Global×Multiplier,,LEAN
Telecommunications,France,2020,Ransomware,vulnerability exploit,pii_customer,177097,45000,34.5,75.13,15,1,4.22,100.0,75.13,IBM_Global×Multiplier,,LEAN
Banking,Australia,2020,Man-in-the-Middle,vulnerability exploit,pii_customer,407084,8900,12.3,56.34,11,1,4.22,100.0,56.34,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2023,Phishing,unknown,pii_customer,889641,10700,19.2,23.66,50,4,8.44,100.0,23.66,IBM_Global×Multiplier,,LEAN
IT,USA,2019,SQL Injection,unknown,pii_customer,378105,8900,12.3,17.81,4,1,4.22,100.0,17.81,IBM_Global×Multiplier,,LEAN
Education,Germany,2020,SQL Injection,unknown,pii_customer,597987,3400,2.1,43.96,50,4,3.376,100.0,43.96,IBM_Global×Multiplier,,LEAN
Education,USA,2018,Malware,unknown,pii_customer,10600,3400,2.1,77.07,47,4,3.376,100.0,77.07,IBM_Global×Multiplier,,LEAN
Healthcare,France,2016,SQL Injection,unknown,pii_customer,586784,10700,19.2,10.82,26,3,8.44,100.0,10.82,IBM_Global×Multiplier,,LEAN
Banking,India,2023,SQL Injection,vulnerability exploit,pii_customer,421083,8900,12.3,48.53,28,3,4.22,100.0,48.53,IBM_Global×Multiplier,,LEAN
Education,Australia,2023,Ransomware,unknown,pii_customer,127127,3400,2.1,94.86,47,4,3.376,100.0,94.86,IBM_Global×Multiplier,,LEAN
Government,China,2016,Malware,vulnerability exploit,pii_customer,668188,2300,8.9,15.92,38,3,4.22,100.0,15.92,IBM_Global×Multiplier,,LEAN
Education,Japan,2018,SQL Injection,unknown,pii_customer,433618,3400,2.1,11.28,59,4,3.376,100.0,11.28,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2023,Malware,unknown,pii_customer,51176,45000,34.5,3.86,61,4,4.22,100.0,3.86,IBM_Global×Multiplier,,LEAN
IT,Germany,2016,SQL Injection,unknown,pii_customer,918452,8900,12.3,34.35,16,1,4.22,100.0,34.35,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2023,Ransomware,unknown,pii_customer,152814,10700,19.2,84.92,33,3,8.44,100.0,84.92,IBM_Global×Multiplier,,LEAN
Retail,USA,2017,Man-in-the-Middle,unknown,pii_customer,502149,23000,8.9,74.57,29,3,3.798,100.0,74.57,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2019,Ransomware,unknown,pii_customer,46960,10700,19.2,89.81,16,1,8.44,100.0,89.81,IBM_Global×Multiplier,,LEAN
Government,Brazil,2017,SQL Injection,unknown,pii_customer,651335,2300,8.9,40.66,21,2,4.22,100.0,40.66,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2018,DDoS,unknown,pii_customer,587034,45000,34.5,69.83,35,3,4.22,100.0,69.83,IBM_Global×Multiplier,,LEAN
Healthcare,France,2015,Man-in-the-Middle,unknown,pii_customer,856278,10700,19.2,79.58,71,4,8.44,100.0,79.58,IBM_Global×Multiplier,,LEAN
Banking,China,2022,DDoS,vulnerability exploit,pii_customer,880586,8900,12.3,79.07,56,4,4.22,100.0,79.07,IBM_Global×Multiplier,,LEAN
Government,USA,2019,DDoS,unknown,pii_customer,78873,2300,8.9,81.56,27,3,4.22,100.0,81.56,IBM_Global×Multiplier,,LEAN
Banking,Australia,2017,DDoS,unknown,pii_customer,810106,8900,12.3,62.81,66,4,4.22,100.0,62.81,IBM_Global×Multiplier,,LEAN
Government,Germany,2021,DDoS,vulnerability exploit,pii_customer,937384,2300,8.9,28.71,67,4,4.22,100.0,28.71,IBM_Global×Multiplier,,LEAN
Retail,Japan,2023,Man-in-the-Middle,unknown,pii_customer,231307,23000,8.9,36.68,4,1,3.798,100.0,36.68,IBM_Global×Multiplier,,LEAN
IT,China,2016,DDoS,unknown,pii_customer,816710,8900,12.3,71.75,60,4,4.22,100.0,71.75,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2019,Man-in-the-Middle,unknown,pii_customer,896828,45000,34.5,17.21,33,3,4.22,100.0,17.21,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2016,DDoS,unknown,pii_customer,937466,45000,34.5,48.47,28,3,4.22,100.0,48.47,IBM_Global×Multiplier,,LEAN
Banking,China,2020,DDoS,unknown,pii_customer,81518,8900,12.3,11.72,47,4,4.22,100.0,11.72,IBM_Global×Multiplier,,LEAN
IT,Brazil,2015,Malware,unknown,pii_customer,371048,8900,12.3,1.35,56,4,4.22,100.0,1.35,IBM_Global×Multiplier,,LEAN
IT,USA,2019,Phishing,unknown,pii_customer,25946,8900,12.3,20.13,68,4,4.22,100.0,20.13,IBM_Global×Multiplier,,LEAN
Education,France,2017,Man-in-the-Middle,unknown,pii_customer,942088,3400,2.1,14.99,46,4,3.376,100.0,14.99,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2015,Malware,unknown,pii_customer,915532,45000,34.5,28.8,68,4,4.22,100.0,28.8,IBM_Global×Multiplier,,LEAN
Government,USA,2018,SQL Injection,unknown,pii_customer,755576,2300,8.9,99.49,23,2,4.22,100.0,99.49,IBM_Global×Multiplier,,LEAN
Education,Brazil,2018,Malware,unknown,pii_customer,661644,3400,2.1,6.3,29,3,3.376,100.0,6.3,IBM_Global×Multiplier,,LEAN
