Incident_ID,Date_Reported,Company_Name,Industry,Country,Attack_Type,Records_Compromised,Attack_Vector,Data_Type,Ransom_Amount_USD,Recovery_Time_Days,Financial_Impact_Million_USD,CISO_Present,Security_Budget_Million_USD,Employee_Count,Previous_Incidents,Patch_Status,MFA_Enabled,Security_Training_Hours,Incident_Severity,Attribution,Response_Time_Hours,Regulatory_Fine_Million_USD,Stock_Impact_Percent,Customer_Churn_Percent,Reputation_Score_Change,Year,Per_Record_Cost_USD,Baseline_Industry_Cost_Million_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source_x,PerRecord_Source_x,Source_Tag,Baseline_Source_y,Baseline_Source,PerRecord_Source_y,PerRecord_Source
,,,Education,Brazil,Man-in-the-Middle,154966,,,,,71.35,,,,,,,,19.0,,,,,,,2020,100.31243975865726,3.8,71.35,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,France,Phishing,511287,,,,,54.5,,,,,,,,34.0,,,,,,,2016,100.31243975865726,50.75,54.5,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Germany,SQL Injection,426499,,,,,94.48,,,,,,,,37.0,,,,,,,2023,100.31243975865726,50.75,94.48,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,Man-in-the-Middle,15907,,,,,73.63,,,,,,,,36.0,,,,,,,2016,100.31243975865726,51.230000000000004,73.63,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,UK,Phishing,375734,,,,,36.15,,,,,,,,31.0,,,,,,,2022,100.31243975865726,3.8,36.15,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Brazil,Malware,993826,,,,,19.18,,,,,,,,7.0,,,,,,,2023,100.31243975865726,54.44,19.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,India,Ransomware,397813,,,,,83.18,,,,,,,,12.0,,,,,,,2023,100.31243975865726,50.75,83.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,France,Ransomware,185001,,,,,70.98,,,,,,,,3.0,,,,,,,2024,100.31243975865726,50.75,70.98,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,DDoS,805548,,,,,7.99,,,,,,,,10.0,,,,,,,2024,100.31243975865726,53.3,7.99,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Brazil,SQL Injection,562552,,,,,74.74,,,,,,,,37.0,,,,,,,2015,100.31243975865726,3.54,74.74,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Brazil,Malware,724513,,,,,33.12,,,,,,,,46.0,,,,,,,2018,100.31243975865726,3.8,33.12,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,UK,SQL Injection,715395,,,,,54.1,,,,,,,,60.0,,,,,,,2024,100.31243975865726,51.230000000000004,54.1,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,France,Ransomware,177097,,,,,75.13,,,,,,,,15.0,,,,,,,2020,100.31243975865726,51.230000000000004,75.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,Man-in-the-Middle,407084,,,,,56.34,,,,,,,,11.0,,,,,,,2020,100.31243975865726,50.75,56.34,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,UK,Phishing,889641,,,,,23.66,,,,,,,,50.0,,,,,,,2023,100.31243975865726,7.42,23.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,USA,SQL Injection,378105,,,,,17.81,,,,,,,,4.0,,,,,,,2019,100.31243975865726,53.3,17.81,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Germany,SQL Injection,597987,,,,,43.96,,,,,,,,50.0,,,,,,,2020,100.31243975865726,3.8,43.96,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,USA,Malware,10600,,,,,77.07,,,,,,,,47.0,,,,,,,2018,100.31243975865726,3.8,77.07,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,France,SQL Injection,586784,,,,,10.82,,,,,,,,26.0,,,,,,,2016,100.31243975865726,7.42,10.82,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,SQL Injection,421083,,,,,48.53,,,,,,,,28.0,,,,,,,2023,100.31243975865726,50.75,48.53,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Australia,Ransomware,127127,,,,,94.86,,,,,,,,47.0,,,,,,,2023,100.31243975865726,3.8,94.86,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,Malware,668188,,,,,15.92,,,,,,,,38.0,,,,,,,2016,100.31243975865726,54.44,15.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Japan,SQL Injection,433618,,,,,11.28,,,,,,,,59.0,,,,,,,2018,100.31243975865726,3.8,11.28,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Germany,Malware,51176,,,,,3.86,,,,,,,,61.0,,,,,,,2023,100.31243975865726,51.230000000000004,3.86,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,SQL Injection,918452,,,,,34.35,,,,,,,,16.0,,,,,,,2016,100.31243975865726,53.3,34.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Germany,Ransomware,152814,,,,,84.92,,,,,,,,33.0,,,,,,,2023,100.31243975865726,7.42,84.92,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Man-in-the-Middle,502149,,,,,74.57,,,,,,,,29.0,,,,,,,2017,100.31243975865726,3.54,74.57,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,USA,Ransomware,46960,,,,,89.81,,,,,,,,16.0,,,,,,,2019,100.31243975865726,7.42,89.81,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Brazil,SQL Injection,651335,,,,,40.66,,,,,,,,21.0,,,,,,,2017,100.31243975865726,54.44,40.66,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Brazil,DDoS,587034,,,,,69.83,,,,,,,,35.0,,,,,,,2018,100.31243975865726,51.230000000000004,69.83,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,Man-in-the-Middle,856278,,,,,79.58,,,,,,,,71.0,,,,,,,2015,100.31243975865726,7.42,79.58,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,China,DDoS,880586,,,,,79.07,,,,,,,,56.0,,,,,,,2022,100.31243975865726,50.75,79.07,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,DDoS,78873,,,,,81.56,,,,,,,,27.0,,,,,,,2019,100.31243975865726,54.44,81.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,DDoS,810106,,,,,62.81,,,,,,,,66.0,,,,,,,2017,100.31243975865726,50.75,62.81,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Germany,DDoS,937384,,,,,28.71,,,,,,,,67.0,,,,,,,2021,100.31243975865726,54.44,28.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Man-in-the-Middle,231307,,,,,36.68,,,,,,,,4.0,,,,,,,2023,100.31243975865726,3.54,36.68,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,DDoS,816710,,,,,71.75,,,,,,,,60.0,,,,,,,2016,100.31243975865726,53.3,71.75,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,USA,Man-in-the-Middle,896828,,,,,17.21,,,,,,,,33.0,,,,,,,2019,100.31243975865726,51.230000000000004,17.21,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,DDoS,937466,,,,,48.47,,,,,,,,28.0,,,,,,,2016,100.31243975865726,51.230000000000004,48.47,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,China,DDoS,81518,,,,,11.72,,,,,,,,47.0,,,,,,,2020,100.31243975865726,50.75,11.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Brazil,Malware,371048,,,,,1.35,,,,,,,,56.0,,,,,,,2015,100.31243975865726,53.3,1.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,USA,Phishing,25946,,,,,20.13,,,,,,,,68.0,,,,,,,2019,100.31243975865726,53.3,20.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,Man-in-the-Middle,942088,,,,,14.99,,,,,,,,46.0,,,,,,,2017,100.31243975865726,3.8,14.99,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Malware,915532,,,,,28.8,,,,,,,,68.0,,,,,,,2015,100.31243975865726,51.230000000000004,28.8,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,SQL Injection,755576,,,,,99.49,,,,,,,,23.0,,,,,,,2018,100.31243975865726,54.44,99.49,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Brazil,Malware,661644,,,,,6.3,,,,,,,,29.0,,,,,,,2018,100.31243975865726,3.8,6.3,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,UK,DDoS,168951,,,,,95.75,,,,,,,,13.0,,,,,,,2019,100.31243975865726,51.230000000000004,95.75,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Russia,Man-in-the-Middle,816398,,,,,49.87,,,,,,,,39.0,,,,,,,2022,100.31243975865726,53.3,49.87,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,India,DDoS,79933,,,,,83.49,,,,,,,,23.0,,,,,,,2017,100.31243975865726,3.8,83.49,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,USA,Malware,506149,,,,,83.84,,,,,,,,35.0,,,,,,,2019,100.31243975865726,54.44,83.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Phishing,245015,,,,,81.26,,,,,,,,41.0,,,,,,,2021,100.31243975865726,3.54,81.26,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Japan,SQL Injection,966993,,,,,66.81,,,,,,,,64.0,,,,,,,2017,100.31243975865726,50.75,66.81,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Australia,Malware,235062,,,,,88.87,,,,,,,,32.0,,,,,,,2016,100.31243975865726,3.8,88.87,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Phishing,132520,,,,,75.08,,,,,,,,56.0,,,,,,,2022,100.31243975865726,7.42,75.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,SQL Injection,869605,,,,,56.57,,,,,,,,51.0,,,,,,,2016,100.31243975865726,3.54,56.57,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,USA,Phishing,637264,,,,,96.27,,,,,,,,11.0,,,,,,,2017,100.31243975865726,50.75,96.27,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Russia,DDoS,759356,,,,,45.6,,,,,,,,1.0,,,,,,,2021,100.31243975865726,50.75,45.6,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Brazil,DDoS,666096,,,,,69.37,,,,,,,,9.0,,,,,,,2021,100.31243975865726,3.8,69.37,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,India,SQL Injection,851981,,,,,68.91,,,,,,,,57.0,,,,,,,2021,100.31243975865726,51.230000000000004,68.91,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,Phishing,214740,,,,,14.97,,,,,,,,57.0,,,,,,,2024,100.31243975865726,50.75,14.97,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Brazil,Phishing,372653,,,,,35.94,,,,,,,,60.0,,,,,,,2016,100.31243975865726,54.44,35.94,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,India,Phishing,903871,,,,,64.23,,,,,,,,17.0,,,,,,,2024,100.31243975865726,50.75,64.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,India,Malware,924049,,,,,64.29,,,,,,,,5.0,,,,,,,2015,100.31243975865726,3.8,64.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Australia,Malware,193983,,,,,98.05,,,,,,,,31.0,,,,,,,2020,100.31243975865726,54.44,98.05,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Ransomware,904330,,,,,11.04,,,,,,,,49.0,,,,,,,2021,100.31243975865726,51.230000000000004,11.04,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,India,SQL Injection,874254,,,,,52.05,,,,,,,,11.0,,,,,,,2018,100.31243975865726,3.8,52.05,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Germany,Man-in-the-Middle,691190,,,,,28.81,,,,,,,,27.0,,,,,,,2020,100.31243975865726,7.42,28.81,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,DDoS,412245,,,,,61.42,,,,,,,,48.0,,,,,,,2024,100.31243975865726,53.3,61.42,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,Man-in-the-Middle,302180,,,,,53.77,,,,,,,,11.0,,,,,,,2021,100.31243975865726,7.42,53.77,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,USA,Ransomware,537592,,,,,8.21,,,,,,,,11.0,,,,,,,2016,100.31243975865726,54.44,8.21,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Brazil,SQL Injection,632061,,,,,25.85,,,,,,,,2.0,,,,,,,2022,100.31243975865726,3.54,25.85,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,DDoS,224815,,,,,67.52,,,,,,,,32.0,,,,,,,2015,100.31243975865726,3.54,67.52,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,India,DDoS,169310,,,,,23.91,,,,,,,,36.0,,,,,,,2022,100.31243975865726,53.3,23.91,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Man-in-the-Middle,635827,,,,,86.98,,,,,,,,72.0,,,,,,,2023,100.31243975865726,51.230000000000004,86.98,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Ransomware,560021,,,,,63.67,,,,,,,,43.0,,,,,,,2022,100.31243975865726,53.3,63.67,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,Man-in-the-Middle,768506,,,,,61.03,,,,,,,,11.0,,,,,,,2021,100.31243975865726,54.44,61.03,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Australia,Phishing,755469,,,,,39.94,,,,,,,,58.0,,,,,,,2018,100.31243975865726,7.42,39.94,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,India,Ransomware,205336,,,,,74.05,,,,,,,,2.0,,,,,,,2022,100.31243975865726,3.54,74.05,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,DDoS,957779,,,,,7.52,,,,,,,,17.0,,,,,,,2020,100.31243975865726,53.3,7.52,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,UK,Malware,85644,,,,,29.47,,,,,,,,3.0,,,,,,,2017,100.31243975865726,3.8,29.47,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,France,Man-in-the-Middle,561713,,,,,75.99,,,,,,,,31.0,,,,,,,2019,100.31243975865726,51.230000000000004,75.99,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Germany,Phishing,287762,,,,,53.57,,,,,,,,13.0,,,,,,,2017,100.31243975865726,7.42,53.57,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,Phishing,471550,,,,,76.08,,,,,,,,5.0,,,,,,,2015,100.31243975865726,7.42,76.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Japan,SQL Injection,33209,,,,,69.19,,,,,,,,66.0,,,,,,,2018,100.31243975865726,53.3,69.19,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,China,Phishing,395251,,,,,45.83,,,,,,,,33.0,,,,,,,2017,100.31243975865726,3.54,45.83,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Germany,DDoS,491791,,,,,14.77,,,,,,,,66.0,,,,,,,2019,100.31243975865726,53.3,14.77,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Australia,Phishing,279874,,,,,53.81,,,,,,,,66.0,,,,,,,2016,100.31243975865726,7.42,53.81,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,Malware,881326,,,,,71.94,,,,,,,,43.0,,,,,,,2019,100.31243975865726,53.3,71.94,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,DDoS,749700,,,,,68.86,,,,,,,,35.0,,,,,,,2023,100.31243975865726,53.3,68.86,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,Phishing,722445,,,,,97.56,,,,,,,,10.0,,,,,,,2022,100.31243975865726,54.44,97.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Ransomware,695841,,,,,84.13,,,,,,,,21.0,,,,,,,2023,100.31243975865726,54.44,84.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,SQL Injection,803757,,,,,40.95,,,,,,,,33.0,,,,,,,2020,100.31243975865726,54.44,40.95,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,DDoS,174510,,,,,20.16,,,,,,,,60.0,,,,,,,2022,100.31243975865726,53.3,20.16,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Germany,SQL Injection,857660,,,,,11.51,,,,,,,,37.0,,,,,,,2022,100.31243975865726,3.54,11.51,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,UK,SQL Injection,729265,,,,,47.67,,,,,,,,42.0,,,,,,,2020,100.31243975865726,50.75,47.67,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,India,Phishing,836604,,,,,38.89,,,,,,,,44.0,,,,,,,2023,100.31243975865726,3.54,38.89,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,Malware,885843,,,,,91.69,,,,,,,,46.0,,,,,,,2016,100.31243975865726,54.44,91.69,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,Man-in-the-Middle,808798,,,,,17.94,,,,,,,,60.0,,,,,,,2015,100.31243975865726,3.8,17.94,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Man-in-the-Middle,401208,,,,,30.5,,,,,,,,10.0,,,,,,,2018,100.31243975865726,51.230000000000004,30.5,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Ransomware,380970,,,,,77.33,,,,,,,,44.0,,,,,,,2021,100.31243975865726,7.42,77.33,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,USA,Phishing,248437,,,,,70.03,,,,,,,,70.0,,,,,,,2021,100.31243975865726,7.42,70.03,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Australia,SQL Injection,709125,,,,,66.49,,,,,,,,37.0,,,,,,,2024,100.31243975865726,3.54,66.49,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Japan,Malware,656250,,,,,5.33,,,,,,,,67.0,,,,,,,2018,100.31243975865726,3.8,5.33,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,Ransomware,32616,,,,,10.46,,,,,,,,63.0,,,,,,,2020,100.31243975865726,7.42,10.46,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,Phishing,290846,,,,,39.3,,,,,,,,3.0,,,,,,,2017,100.31243975865726,7.42,39.3,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,DDoS,557428,,,,,23.83,,,,,,,,38.0,,,,,,,2023,100.31243975865726,50.75,23.83,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,DDoS,182440,,,,,59.13,,,,,,,,8.0,,,,,,,2015,100.31243975865726,50.75,59.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Australia,DDoS,292383,,,,,30.24,,,,,,,,71.0,,,,,,,2021,100.31243975865726,54.44,30.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,DDoS,99728,,,,,86.82,,,,,,,,44.0,,,,,,,2017,100.31243975865726,54.44,86.82,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,USA,DDoS,365006,,,,,66.39,,,,,,,,47.0,,,,,,,2015,100.31243975865726,53.3,66.39,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Ransomware,605427,,,,,61.11,,,,,,,,33.0,,,,,,,2019,100.31243975865726,51.230000000000004,61.11,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Malware,864358,,,,,7.65,,,,,,,,11.0,,,,,,,2022,100.31243975865726,3.54,7.65,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Ransomware,610968,,,,,9.82,,,,,,,,26.0,,,,,,,2016,100.31243975865726,3.54,9.82,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,DDoS,413150,,,,,67.28,,,,,,,,27.0,,,,,,,2016,100.31243975865726,53.3,67.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Malware,681956,,,,,13.14,,,,,,,,35.0,,,,,,,2017,100.31243975865726,3.8,13.14,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Australia,Man-in-the-Middle,94162,,,,,84.46,,,,,,,,15.0,,,,,,,2016,100.31243975865726,53.3,84.46,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,France,Man-in-the-Middle,565002,,,,,9.43,,,,,,,,72.0,,,,,,,2023,100.31243975865726,3.54,9.43,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,France,Phishing,275185,,,,,90.69,,,,,,,,20.0,,,,,,,2017,100.31243975865726,3.54,90.69,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Russia,DDoS,476758,,,,,37.47,,,,,,,,19.0,,,,,,,2021,100.31243975865726,3.54,37.47,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,USA,SQL Injection,312607,,,,,7.2,,,,,,,,24.0,,,,,,,2024,100.31243975865726,50.75,7.2,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Russia,Phishing,963192,,,,,94.15,,,,,,,,7.0,,,,,,,2017,100.31243975865726,50.75,94.15,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Australia,Malware,680874,,,,,42.15,,,,,,,,8.0,,,,,,,2015,100.31243975865726,7.42,42.15,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,France,DDoS,904770,,,,,15.71,,,,,,,,4.0,,,,,,,2018,100.31243975865726,54.44,15.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,SQL Injection,429452,,,,,98.46,,,,,,,,6.0,,,,,,,2022,100.31243975865726,54.44,98.46,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,USA,Ransomware,858128,,,,,51.71,,,,,,,,35.0,,,,,,,2018,100.31243975865726,7.42,51.71,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,China,Malware,615849,,,,,42.26,,,,,,,,44.0,,,,,,,2021,100.31243975865726,3.8,42.26,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,UK,Phishing,467349,,,,,99.45,,,,,,,,44.0,,,,,,,2019,100.31243975865726,3.8,99.45,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,France,SQL Injection,235418,,,,,63.74,,,,,,,,28.0,,,,,,,2021,100.31243975865726,3.54,63.74,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Australia,SQL Injection,823606,,,,,5.05,,,,,,,,25.0,,,,,,,2017,100.31243975865726,53.3,5.05,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,China,SQL Injection,923489,,,,,89.38,,,,,,,,66.0,,,,,,,2020,100.31243975865726,53.3,89.38,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,USA,Phishing,630793,,,,,58.57,,,,,,,,64.0,,,,,,,2024,100.31243975865726,53.3,58.57,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,SQL Injection,691903,,,,,65.83,,,,,,,,54.0,,,,,,,2015,100.31243975865726,3.8,65.83,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,UK,Phishing,133632,,,,,79.79,,,,,,,,8.0,,,,,,,2019,100.31243975865726,54.44,79.79,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,Phishing,42278,,,,,90.5,,,,,,,,45.0,,,,,,,2017,100.31243975865726,50.75,90.5,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,Phishing,176471,,,,,2.1,,,,,,,,9.0,,,,,,,2016,100.31243975865726,53.3,2.1,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,India,SQL Injection,916516,,,,,63.72,,,,,,,,68.0,,,,,,,2015,100.31243975865726,51.230000000000004,63.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,SQL Injection,510002,,,,,87.8,,,,,,,,62.0,,,,,,,2023,100.31243975865726,54.44,87.8,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Malware,435994,,,,,82.45,,,,,,,,51.0,,,,,,,2015,100.31243975865726,53.3,82.45,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,India,Ransomware,537670,,,,,66.19,,,,,,,,55.0,,,,,,,2016,100.31243975865726,53.3,66.19,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
